#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
AI-5395_15_15_assembly.fasta	AI-5395_15_15_2	93004	93879	+	blaCTX-M-65_1	1-876/876	===============	0/0	100.00	100.00	resfinder	EF418608	blaCTX-M-65	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_15_15_assembly.fasta	AI-5395_15_15_2	112314	112787	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
AI-5395_15_15_assembly.fasta	AI-5395_15_15_2	112918	113706	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
AI-5395_15_15_assembly.fasta	AI-5395_15_15_2	114226	115092	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
AI-5395_15_15_assembly.fasta	AI-5395_15_15_2	120386	121307	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
AI-5395_16_16_assembly.fasta	AI-5395_16_16_1	686472	687704	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.11	resfinder	Y08743	mdf(A)	
AI-5395_16_16_assembly.fasta	AI-5395_16_16_2	1359	2219	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AI-5395_16_16_assembly.fasta	AI-5395_16_16_2	4148	5353	-	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
AI-5395_16_16_assembly.fasta	AI-5395_16_16_2	10939	11741	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
AI-5395_16_16_assembly.fasta	AI-5395_16_16_2	11741	12577	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AI-5395_17_17_assembly.fasta	AI-5395_17_17_1	2910361	2910783	+	fosA7_1	1-423/423	===============	0/0	100.00	94.09	resfinder	LAPJ01000014	fosA7	Fosfomycin
AI-5395_17_17_assembly.fasta	AI-5395_17_17_1	3997254	3998486	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4480892	4482124	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.89	resfinder	Y08743	mdf(A)	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	40191	40664	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	40795	41583	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	42103	42969	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	48264	49185	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	50556	51371	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	51432	52235	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	52235	53071	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	54050	55296	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	58908	59783	-	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	blaCTX-M-27	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_19_19_assembly.fasta	AI-5395_19_19_5	18974	19849	-	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	611797	613029	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
AI-5395_1_1_assembly.fasta	AI-5395_1_1_1	4682983	4684215	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.70	resfinder	Y08743	mdf(A)	
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	26164	27039	+	blaCTX-M-55_1	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ810789	blaCTX-M-55	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	27821	28566	-	blaTEM-141_1	116-861/861	..=============	0/0	86.64	99.87	resfinder	AY956335	blaTEM-141	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	29704	30120	+	fosA3_1	1-417/417	===============	0/0	100.00	100.00	resfinder	AB522970	fosA3	Fosfomycin
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	55807	56601	-	aph(3')-IIa_2	1-795/795	===============	0/0	100.00	100.00	resfinder	V00618	aph(3')-IIa	
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	77400	78215	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	78276	79079	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	79079	79915	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	81176	82450	+	tet(A)_6	1-1275/1275	===============	0/0	100.00	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AI-5395_1_1_assembly.fasta	AI-5395_1_1_3	83051	84264	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
AI-5395_1_1_assembly.fasta	AI-5395_1_1_4	8224	9015	+	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	sul3	Sulfamethoxazole
AI-5395_1_1_assembly.fasta	AI-5395_1_1_4	10697	11498	-	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.88	resfinder	X02340	ant(3'')-Ia	Streptomycin
AI-5395_20_20_assembly.fasta	AI-5395_20_20_1	320563	321795	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.89	resfinder	Y08743	mdf(A)	
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	12156	13031	+	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	blaCTX-M-27	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	16642	17888	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	18867	19703	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	aph(6)-Id	Streptomycin
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	19703	20506	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	20567	21382	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	22753	23674	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	28969	29835	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	30355	31143	-	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
AI-5395_20_20_assembly.fasta	AI-5395_20_20_3	31274	31747	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
AI-5395_21_21_assembly.fasta	AI-5395_21_21_1	1520248	1521480	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.14	resfinder	Y08743	mdf(A)	
AI-5395_21_21_assembly.fasta	AI-5395_21_21_3	2858	3603	+	blaTEM-141_1	116-861/861	..=============	0/0	86.64	99.87	resfinder	AY956335	blaTEM-141	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AI-5395_21_21_assembly.fasta	AI-5395_21_21_3	4385	5260	-	blaCTX-M-55_1	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ810789	blaCTX-M-55	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_21_21_assembly.fasta	AI-5395_21_21_3	70414	70806	+	fosA3_1	1-393/417	===============	0/0	94.24	100.00	resfinder	AB522970	fosA3	Fosfomycin
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	8582	9457	+	blaCTX-M-55_1	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ810789	blaCTX-M-55	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	10239	10984	-	blaTEM-141_1	116-861/861	..=============	0/0	86.64	99.87	resfinder	AY956335	blaTEM-141	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	13614	14860	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	19440	20096	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	23083	23565	+	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	26327	26743	-	fosA3_1	1-417/417	===============	0/0	100.00	100.00	resfinder	AB522970	fosA3	Fosfomycin
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	66543	67334	+	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	sul3	Sulfamethoxazole
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	69016	69817	-	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.88	resfinder	X02340	ant(3'')-Ia	Streptomycin
AI-5395_22_22_assembly.fasta	AI-5395_22_22_7	80771	81586	-	aph(3')-Ia_3	1-816/816	===============	0/0	100.00	99.88	resfinder	EF015636	aph(3')-Ia	
AI-5395_22_22_assembly.fasta	AI-5395_22_22_9	4650756	4651988	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
AI-5395_23_23_assembly.fasta	AI-5395_23_23_1	1902482	1903714	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
AI-5395_23_23_assembly.fasta	AI-5395_23_23_3	47422	48297	+	blaCTX-M-8_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF189721	blaCTX-M-8	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_10	1595495	1596355	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_10	1602750	1604285	+	qepA4_1	1-1536/1536	===============	0/0	100.00	100.00	resfinder	KX580704	qepA4	Ciprofloxacin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_10	1607495	1607992	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
AI-5395_24_24_assembly.fasta	AI-5395_24_24_10	1608390	1609191	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_10	1609669	1610535	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
AI-5395_24_24_assembly.fasta	AI-5395_24_24_10	1615830	1616602	-	mph(A)_2	150-921/921	..======/======	1/1	83.82	99.61	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_11	1508963	1510195	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.11	resfinder	Y08743	mdf(A)	
AI-5395_24_24_assembly.fasta	AI-5395_24_24_5	91242	92117	+	blaCTX-M-55_1	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ810789	blaCTX-M-55	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_5	92899	93644	-	blaTEM-141_1	116-861/861	..=============	0/0	86.64	99.87	resfinder	AY956335	blaTEM-141	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
AI-5395_24_24_assembly.fasta	AI-5395_24_24_5	96479	96895	-	fosA3_1	1-417/417	===============	0/0	100.00	100.00	resfinder	AB522970	fosA3	Fosfomycin
AI-5395_25_25_assembly.fasta	AI-5395_25_25_1	1099595	1100827	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.97	resfinder	Y08743	mdf(A)	
AI-5395_25_25_assembly.fasta	AI-5395_25_25_1	4843219	4844094	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
