#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1514938	1515918	+	yggr	1-981/981	===============	0/0	100.00	97.04	ecoli_vf	SPG000074	Retraction ATPase Adherence Hemorrhagic coli pilus	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1612971	1613958	+	epaO	1-987/987	========/======	1/1	100.00	96.46	ecoli_vf	gi:15832980	surface presentation of antigens protein SpaO	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1613948	1614613	+	epaP	1-666/666	===============	0/0	100.00	98.20	ecoli_vf	gi:15832979	surface presentation of antigens protein SpaP	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1614623	1614883	+	epaQ	1-261/261	===============	0/0	100.00	95.40	ecoli_vf	gi:15832978	EpaQ	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1614872	1615335	+	epaR	3-466/468	===============	0/0	99.15	97.20	ecoli_vf	VFG042210	-	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1615661	1616781	+	epaS	1-1122/1122	========/======	3/3	99.82	96.88	ecoli_vf	gi:15832975	surface presentation of antigens protein SpaS	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1617138	1617638	-	etrA	1-501/501	===============	0/0	100.00	96.41	ecoli_vf	gi:15832974	transcriptional regulator	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1618342	1619076	+	eprH	1-735/735	===============	0/0	100.00	98.37	ecoli_vf	gi:15832973	EprH	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1619090	1619329	+	eprI	1-240/240	===============	0/0	100.00	97.92	ecoli_vf	gi:15832972	EprI	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1619349	1619681	+	eprJ	1-333/333	===============	0/0	100.00	98.50	ecoli_vf	gi:15832971	EprJ	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1619678	1620412	+	eprK	1-735/735	===============	0/0	100.00	98.64	ecoli_vf	gi:15832970	EprK	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1620428	1621009	+	orgA	1-582/582	===============	0/0	100.00	96.73	ecoli_vf	gi:15832969	hypothetical protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1621224	1621655	+	orgB	1-432/432	===============	0/0	100.00	95.83	ecoli_vf	gi:15832967	hypothetical protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1621874	1622506	+	ECs3712	1-633/633	===============	0/0	100.00	97.47	ecoli_vf	gi:15832966	hypothetical protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1622550	1623026	-	b2854	1-477/477	===============	0/0	100.00	100.00	ecoli_vf	SPG000125	Putative lytic transglycosylase Adherence Hemorrhagic coli pilus	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1623495	1624871	-	ygeH	1-1377/1377	===============	0/0	100.00	97.89	ecoli_vf	gi:15832963	transcriptional regulator	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1625206	1625666	-	ygeG	32-492/492	===============	0/0	93.70	97.18	ecoli_vf	gi:15832962	hypothetical protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1653566	1654036	+	ppda	1-471/471	===============	0/0	100.00	98.73	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1654027	1654590	+	ppdb	1-564/564	===============	0/0	100.00	98.40	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1654587	1654994	+	ygdb	1-408/408	===============	0/0	100.00	95.59	ecoli_vf	SPG000137	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1654979	1655302	+	ppdc	1-324/324	===============	0/0	100.00	97.53	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	1886952	1888574	-	nadb	1-1623/1623	===============	0/0	100.00	98.15	ecoli_vf	SPG000049	Escherichia coli str. K-12 substr. MG1655 complete genome	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2149112	2149419	-	iss2	1-308/309	===============	0/0	99.68	96.10	ecoli_vf	SPG000143	Escherichia coli Iss (iss) gene complete cds.	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2200963	2201958	-	flk	1-996/996	===============	0/0	100.00	98.69	ecoli_vf	gi:15802868	flagella biosynthesis regulator	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2527677	2529763	+	mtfa	362-2448/2448	..=============	0/0	85.25	99.81	ecoli_vf	SPG000025	Escherichia coli rfb gene cluster encoding phosphomannomutase GDP-mannose pyrophosphorylase mannosyltransferase etc.	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2604279	2605064	-	fliR	1-786/786	===============	0/0	100.00	97.58	ecoli_vf	gi:15802385	flagellar biosynthesis protein FliR	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2605073	2605342	-	fliQ	1-270/270	===============	0/0	100.00	96.30	ecoli_vf	gi:15802384	flagellar biosynthesis protein FliQ	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2605352	2606089	-	fliP	1-738/738	===============	0/0	100.00	97.97	ecoli_vf	gi:15802383	flagellar biosynthesis protein FliP	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2606089	2606454	-	fliO	1-366/366	===============	0/0	100.00	98.63	ecoli_vf	gi:161367586	flagellar biosynthesis protein FliO	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2606457	2606870	-	fliN	1-414/414	===============	0/0	100.00	99.03	ecoli_vf	gi:15802381	flagellar motor switch protein FliN	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2606867	2607871	-	fliM	1-1005/1005	===============	0/0	100.00	99.00	ecoli_vf	gi:15802380	flagellar motor switch protein FliM	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2607876	2608340	-	fliL	1-465/465	===============	0/0	100.00	99.14	ecoli_vf	gi:15802379	flagellar basal body-associated protein FliL	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2608445	2609572	-	fliK	1-1128/1128	===============	0/0	100.00	96.99	ecoli_vf	gi:15802378	flagellar hook-length control protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2609569	2610012	-	fliJ	1-444/444	===============	0/0	100.00	100.00	ecoli_vf	gi:15802377	flagellar biosynthesis chaperone	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2610031	2611404	-	fliI	1-1374/1374	===============	0/0	100.00	98.18	ecoli_vf	gi:161367587	flagellum-specific ATP synthase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2611404	2612090	-	fliH	1-687/687	===============	0/0	100.00	98.54	ecoli_vf	gi:161367588	flagellar assembly protein H	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2612083	2613078	-	fliG	1-996/996	===============	0/0	100.00	99.00	ecoli_vf	gi:15802374	flagellar motor switch protein G	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2613071	2614729	-	fliF	1-1659/1659	===============	0/0	100.00	98.43	ecoli_vf	gi:15802373	flagellar MS-ring protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2614944	2615258	+	fliE	1-315/315	===============	0/0	100.00	98.09	ecoli_vf	gi:15802372	flagellar hook-basal body protein FliE	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2615609	2616744	+	espR4	1-1140/1140	========/======	4/6	99.56	84.58	ecoli_vf	gi:387507178	non-LEE-encoded type III secreted effector	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2621236	2621596	-	fliT	1-361/366	===============	0/0	98.63	96.68	ecoli_vf	gi:15802361	flagellar biosynthesis protein FliT	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2621596	2622006	-	fliS	1-411/411	===============	0/0	100.00	98.78	ecoli_vf	gi:15802360	flagellar protein FliS	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2622031	2623437	-	fliD	1-1398/1398	========/======	1/9	100.00	97.51	ecoli_vf	gi:15802359	flagellar capping protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2626035	2626754	+	fliA	1-720/720	===============	0/0	100.00	99.17	ecoli_vf	gi:15802357	flagellar biosynthesis sigma factor	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2626764	2627351	+	fliZ	1-588/588	===============	0/0	100.00	97.45	ecoli_vf	gi:15802356	flagella biosynthesis protein FliZ	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2627439	2628239	+	fliY	1-801/801	===============	0/0	100.00	97.63	ecoli_vf	gi:15802355	cystine transporter subunit	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2648840	2649199	+	flhD	1-360/360	===============	0/0	100.00	99.72	ecoli_vf	gi:15802304	transcriptional activator FlhD	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2649202	2649780	+	flhC	1-579/579	===============	0/0	100.00	99.31	ecoli_vf	gi:15802303	transcriptional activator FlhC	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2649907	2650794	+	motA	1-888/888	===============	0/0	100.00	98.87	ecoli_vf	gi:15802302	flagellar motor protein MotA	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2650791	2651717	+	motB	1-927/927	===============	0/0	100.00	97.84	ecoli_vf	gi:15802301	flagellar motor protein MotB	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2651722	2653686	+	cheA	1-1965/1965	===============	0/0	100.00	98.63	ecoli_vf	gi:15802300	chemotaxis protein CheA	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2653707	2654210	+	cheW	1-504/504	===============	0/0	100.00	98.81	ecoli_vf	gi:15802299	purine-binding chemotaxis protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2654355	2656016	+	tar/cheM	1-1662/1662	===============	0/0	100.00	98.19	ecoli_vf	gi:15802298	methyl-accepting chemotaxis protein II	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2657682	2658542	+	cheR	1-861/861	===============	0/0	100.00	99.53	ecoli_vf	gi:15802296	chemotaxis methyltransferase CheR	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2658545	2659594	+	cheB	1-1050/1050	===============	0/0	100.00	98.67	ecoli_vf	gi:15802295	chemotaxis-specific methylesterase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2659609	2659998	+	cheY	1-390/390	===============	0/0	100.00	99.23	ecoli_vf	gi:15802294	chemotaxis regulatory protein CheY	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2660009	2660653	+	cheZ	1-645/645	===============	0/0	100.00	99.38	ecoli_vf	gi:15802293	chemotaxis regulator CheZ	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2660855	2662003	+	flhB	1-1149/1149	===============	0/0	100.00	98.43	ecoli_vf	gi:15802292	flagellar biosynthesis protein FlhB	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2661996	2664072	+	flhA	1-2077/2079	===============	0/0	99.90	98.51	ecoli_vf	gi:15802291	flagellar biosynthesis protein FlhA	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2664074	2664466	+	flhE	1-393/393	===============	0/0	100.00	96.95	ecoli_vf	gi:15802290	flagellar protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	2822827	2824726	-	espL1	1-1899/1899	========/======	1/1	100.00	97.63	ecoli_vf	gi:15831681	hypothetical protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3042511	3043041	+	fimF	1-531/531	===============	0/0	100.00	99.62	ecoli_vf	gi:410482684	fimbrial-like adhesin protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3043054	3043557	+	fimG	1-504/504	===============	0/0	100.00	99.41	ecoli_vf	gi:410482685	fimbrial-like adhesin protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3043616	3044530	+	Z2206	1-915/915	===============	0/0	100.00	97.49	ecoli_vf	gi:15801636	putative adhesin; FimH protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3375332	3376387	+	hlyE	1-1056/1056	===============	0/0	100.00	98.39	ecoli_vf	gi:209398688	hemolysin E	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3408675	3409688	+	int	1-1014/1014	===============	0/0	100.00	99.90	ecoli_vf	SPG000069	integrase / recombinase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3445932	3446720	+	ycfz	1-789/789	========/======	2/2	99.87	90.38	ecoli_vf	SPG000092	putative factor	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3486213	3487166	-	flgL	1-954/954	===============	0/0	100.00	96.65	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3487178	3488821	-	flgK	1-1644/1644	===============	0/0	100.00	98.48	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3488887	3489828	-	flgJ	1-942/942	===============	0/0	100.00	98.30	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3489828	3490925	-	flgI	1-1098/1098	===============	0/0	100.00	97.27	ecoli_vf	gi:15801197	flagellar basal body P-ring protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3490937	3491635	-	flgH	1-699/699	===============	0/0	100.00	99.57	ecoli_vf	gi:15801196	flagellar basal body L-ring protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3491688	3492470	-	flgG	1-783/783	===============	0/0	100.00	99.36	ecoli_vf	gi:15801195	flagellar basal body rod protein FlgG	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3492642	3493397	-	flgF	1-756/756	===============	0/0	100.00	96.43	ecoli_vf	gi:15801194	flagellar basal body rod protein FlgF	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3493417	3494625	-	flgE	1-1206/1206	========/======	1/3	100.00	94.79	ecoli_vf	gi:15801193	flagellar hook protein FlgE	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3494650	3495345	-	flgD	1-696/696	===============	0/0	100.00	99.14	ecoli_vf	gi:15801192	flagellar basal body rod modification protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3495357	3495761	-	flgC	1-405/405	===============	0/0	100.00	99.51	ecoli_vf	gi:15801191	flagellar basal body rod protein FlgC	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3495765	3496181	-	flgB	1-417/417	===============	0/0	100.00	99.52	ecoli_vf	gi:15801190	flagellar basal body rod protein FlgB	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3496336	3496995	+	flgA	1-660/660	===============	0/0	100.00	96.97	ecoli_vf	gi:15801189	flagellar basal body P-ring biosynthesis protein FlgA	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3497369	3497785	+	flgN	1-417/417	===============	0/0	100.00	98.80	ecoli_vf	gi:15801187	flagella synthesis protein FlgN	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3521907	3522239	-	csgC	1-333/333	===============	0/0	100.00	98.80	ecoli_vf	gi:15801160	putative autoagglutination protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3522298	3522753	-	csgA	1-459/459	========/======	1/3	99.35	93.03	ecoli_vf	gi:15801159	cryptic curlin major subunit	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3522794	3523276	-	csgB	1-483/483	===============	0/0	100.00	99.59	ecoli_vf	VFG045792	minor curlin subunit CsgB	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3524004	3524654	+	csgD	1-651/651	===============	0/0	100.00	99.08	ecoli_vf	VFG045791	putative 2-component transcriptional regulator for 2nd curli operon	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3524659	3525048	+	csgE	1-390/390	===============	0/0	100.00	98.97	ecoli_vf	gi:15801156	curli assembly protein CsgE	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3525073	3525489	+	csgF	1-417/417	===============	0/0	100.00	99.28	ecoli_vf	gi:15801155	curli assembly protein CsgF	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3525516	3526349	+	csgG	1-834/834	===============	0/0	100.00	98.20	ecoli_vf	gi:15801154	curli production assembly/transport component 2nd curli operon	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3607743	3608783	+	Z1307	1-1041/1041	===============	0/0	100.00	99.71	ecoli_vf	gi:15800816	outer membrane protein A	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3623139	3623876	-	ycbF	1-738/738	===============	0/0	100.00	99.05	ecoli_vf	gi:15804987	putativi pili assembly chaperone	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3623842	3624405	-	ycbV	1-564/564	===============	0/0	100.00	99.11	ecoli_vf	gi:15800803	putative fimbrial-like protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3624365	3624841	-	ycbU	1-477/477	===============	0/0	100.00	100.00	ecoli_vf	gi:15800802	hypothetical protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3625009	3625989	-	ycbT	1-981/981	===============	0/0	100.00	96.02	ecoli_vf	gi:15800801	fimbrial protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3625980	3628580	-	ycbS	1-2601/2601	===============	0/0	100.00	98.31	ecoli_vf	gi:15804976	PapC-like porin protein involved in fimbrial biogenesis	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3628605	3629306	-	ycbR	1-702/702	===============	0/0	100.00	97.58	ecoli_vf	gi:15800800	putative chaperone	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3629389	3629937	-	ycbQ	1-549/549	===============	0/0	100.00	99.27	ecoli_vf	gi:15800799	putative fimbrial-like protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3727221	3727952	+	artj	1-732/732	===============	0/0	100.00	99.59	ecoli_vf	SPG000096	E.coli artP artI artQ artM and artJ genes.	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	3879300	3880343	-	nada	1-1044/1044	===============	0/0	100.00	100.00	ecoli_vf	SPG000048	Escherichia coli str. K-12 substr. MG1655 complete genome	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4033053	4033799	-	entA	1-747/747	===============	0/0	100.00	95.72	ecoli_vf	gi:26246575	23-dihydro-23-dihydroxybenzoate dehydrogenase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4033799	4034656	-	entB	1-858/858	===============	0/0	100.00	98.14	ecoli_vf	gi:26246574	isochorismatase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4034670	4036280	-	entE	1-1611/1611	===============	0/0	100.00	95.47	ecoli_vf	gi:26246573	23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4036290	4037477	-	entC	1-1188/1188	===============	0/0	100.00	97.90	ecoli_vf	gi:26246572	isochorismate synthase 1	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4037840	4038796	+	fepB	1-957/957	===============	0/0	100.00	97.49	ecoli_vf	gi:26246571	ferrienterobactin ABC transporter periplasmic binding protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4038800	4040050	-	entS	1-1251/1251	===============	0/0	100.00	95.44	ecoli_vf	gi:26246570	enterobactin exporter iron-regulated	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4040149	4041165	+	fepD	1-1017/1017	===============	0/0	100.00	96.07	ecoli_vf	gi:26246569	ferrienterobactin ABC transporter permease	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4041162	4042154	+	fepG	1-993/993	===============	0/0	100.00	94.06	ecoli_vf	gi:26246568	iron-enterobactin ABC transporter permease	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4042151	4042966	+	fepC	1-816/816	===============	0/0	100.00	97.30	ecoli_vf	gi:26246567	ferrienterobactin ABC transporter ATPase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4042963	4044096	-	fepE	1-1134/1134	===============	0/0	100.00	94.44	ecoli_vf	gi:26246566	ferric enterobactin transport protein FepE	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4044340	4048193	-	entF	1-3854/3882	===============	0/0	99.28	95.69	ecoli_vf	gi:26246565	enterobactin synthase multienzyme complex component ATP-dependent	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4048411	4049613	-	fes	1-1203/1203	===============	0/0	100.00	96.67	ecoli_vf	gi:26246563	enterobactin/ferric enterobactin esterase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4049856	4052096	+	fepA	1-2241/2241	===============	0/0	100.00	96.74	ecoli_vf	gi:26246561	ferrienterobactin outer membrane transporter	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4052121	4052891	+	entD	1-771/771	===============	0/0	100.00	95.20	ecoli_vf	gi:26246560	phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4082293	4083674	-	ibeB	1-1382/1383	===============	0/0	99.93	99.86	ecoli_vf	gi:443616608	copper/silver efflux system outer membrane protein CusC	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4337756	4342012	-	eaeH	1-4257/4257	===============	0/0	100.00	99.95	ecoli_vf	gi:387610830	putative adhesin/invasin	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4345034	4345624	+	ecpR	1-591/591	===============	0/0	100.00	100.00	ecoli_vf	gi:16128279	predicted regulator	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4345699	4346286	+	ecpA	1-588/588	===============	0/0	100.00	100.00	ecoli_vf	gi:16128278	conserved protein	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4346295	4347012	+	ecpB	1-717/717	========/======	1/1	100.00	97.77	ecoli_vf	gi:26246301	Hypothetical protein yagY precursor	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4347038	4349563	+	ecpC	1-2526/2526	===============	0/0	100.00	100.00	ecoli_vf	gi:16128276	predicted aromatic compound dioxygenase	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4349553	4351196	+	ecpD	1-1644/1644	===============	0/0	100.00	100.00	ecoli_vf	gi:16128275	predicted receptor	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4351120	4351875	+	ecpE	1-756/756	===============	0/0	100.00	97.75	ecoli_vf	gi:26246298	Hypothetical protein yagV precursor	
AI-5395_10_10_assembly.fasta	AI-5395_10_10_1	4384964	4386985	-	vgrG	1-2022/2142	===============	0/0	94.40	97.87	ecoli_vf	gi:15799916	hypothetical protein	
